date,location,month,season,temp_max,temp_min,temp_avg,humidity,pressure,wind_speed,wind_direction,dew_point,rain_3days_ago,rain_2days_ago,rain_1day_ago,rain_probability,rainfall
2024-01-15,Khon_Kaen,1,Winter,32.9,17.1,25.0,62.2,1002.4,10.7,NE,17.1,0,0,0,18.4,0
2024-01-15,Hat_Yai,1,Winter,27.6,21.5,24.5,69.0,1012.6,7.0,W,21.5,0,0,0,19.9,1
2024-01-16,Bangkok,1,Winter,25.8,19.4,22.6,55.8,1014.2,9.3,W,19.4,0,0,0,10.2,0
2024-01-16,Chiang_Mai,1,Winter,27.6,18.5,23.0,77.1,1000.9,8.0,S,17.3,1,0,1,56.0,1
2024-01-16,Phuket,1,Winter,30.5,23.6,27.0,72.4,1008.2,15.9,E,20.5,1,0,1,60.4,0
2024-01-16,Khon_Kaen,1,Winter,31.2,22.1,26.6,72.9,1008.5,3.6,E,15.2,0,0,1,31.3,0
2024-01-16,Hat_Yai,1,Winter,30.0,21.6,25.8,65.6,1008.3,11.8,NE,21.5,0,0,0,24.0,1
2024-01-17,Bangkok,1,Winter,25.9,18.4,22.1,62.2,1008.8,10.2,N,18.4,0,0,0,16.5,0
2024-01-17,Chiang_Mai,1,Winter,30.3,12.2,21.2,54.5,1005.0,9.7,N,12.2,0,1,0,22.5,0
2024-01-17,Phuket,1,Winter,27.5,23.4,25.4,70.3,1008.3,13.2,SE,21.2,0,1,1,58.0,0
2024-01-17,Khon_Kaen,1,Winter,30.5,17.7,24.1,70.7,1006.0,3.4,E,16.3,0,1,0,32.1,1
2024-01-17,Hat_Yai,1,Winter,32.4,22.8,27.6,82.7,1012.9,6.3,NE,22.8,0,0,1,47.6,1
2024-01-18,Bangkok,1,Winter,26.7,19.8,23.2,68.2,1009.9,6.7,E,17.5,0,0,0,14.6,1
2024-01-18,Chiang_Mai,1,Winter,33.2,14.9,24.1,63.4,997.9,4.0,N,14.4,1,0,0,28.7,1
2024-01-18,Phuket,1,Winter,28.3,22.9,25.6,79.6,1006.6,7.6,NE,19.6,1,1,1,72.8,0
2024-01-18,Khon_Kaen,1,Winter,29.1,16.4,22.8,50.4,1008.8,8.2,E,16.4,1,0,1,37.3,1
2024-01-18,Hat_Yai,1,Winter,29.1,19.7,24.4,63.8,1012.4,14.4,NE,19.7,0,1,1,50.8,0
2024-01-19,Bangkok,1,Winter,26.5,22.8,24.6,65.1,1013.2,6.3,S,20.2,0,0,1,30.3,1
2024-01-19,Chiang_Mai,1,Winter,32.9,21.4,27.1,57.9,996.3,3.4,W,14.6,0,0,0,11.9,1
2024-01-19,Phuket,1,Winter,28.6,21.4,25.0,68.0,1009.1,14.6,SE,19.5,1,1,0,54.6,1
2024-01-19,Khon_Kaen,1,Winter,30.1,22.0,26.1,68.7,1009.0,7.0,S,17.5,0,1,1,45.4,0
2024-01-19,Hat_Yai,1,Winter,28.5,22.0,25.3,84.6,1010.0,14.8,NW,22.0,1,1,0,70.5,0
2024-01-20,Bangkok,1,Winter,27.8,23.5,25.7,70.5,1007.3,11.9,SE,23.5,0,1,1,60.9,1
2024-01-20,Chiang_Mai,1,Winter,28.2,12.2,20.2,74.5,995.9,2.8,SW,12.2,0,0,1,38.6,1
2024-01-20,Phuket,1,Winter,29.3,23.7,26.5,69.8,1005.5,7.0,SW,23.1,1,0,0,39.8,1
2024-01-20,Khon_Kaen,1,Winter,31.9,22.1,27.0,71.5,1001.4,7.8,W,20.0,1,1,1,69.4,1
2024-01-20,Hat_Yai,1,Winter,29.1,21.9,25.5,73.8,1010.3,9.0,S,21.9,1,0,1,54.4,0
2024-01-21,Bangkok,1,Winter,27.3,19.5,23.4,75.9,1013.2,5.7,SW,19.5,1,1,1,68.2,1
2024-01-21,Chiang_Mai,1,Winter,33.6,19.0,26.3,68.3,1004.6,6.2,W,17.2,0,1,1,47.0,1
2024-01-21,Phuket,1,Winter,27.5,23.7,25.6,70.1,1006.8,15.6,S,,0,0,0,29.8,1
2024-01-21,Khon_Kaen,1,Winter,28.7,17.5,23.1,73.4,1005.9,4.7,S,14.7,1,1,1,62.7,1
2024-01-21,Hat_Yai,1,Winter,27.7,20.5,24.1,66.0,1011.7,10.9,SW,19.8,0,1,1,51.0,0
2024-01-22,Bangkok,1,Winter,29.2,24.0,26.6,72.0,1006.7,7.6,S,18.9,1,1,1,65.8,0
2024-01-22,Chiang_Mai,1,Winter,32.1,14.9,23.5,58.5,1002.5,8.7,NW,14.9,1,1,1,53.8,1
2024-01-22,Phuket,1,Winter,27.6,23.8,25.7,70.4,1011.0,15.3,E,23.1,0,0,0,30.8,0
2024-01-22,Khon_Kaen,1,Winter,33.0,21.3,,48.4,1001.2,8.7,,19.2,1,1,1,59.5,1
2024-01-22,Hat_Yai,1,Winter,28.9,22.5,25.7,68.7,1012.2,8.0,SW,22.3,1,1,1,65.7,0
2024-01-23,Bangkok,1,Winter,27.6,20.9,24.3,52.3,1012.2,3.8,E,19.7,1,1,0,40.6,0
2024-01-23,Chiang_Mai,1,Winter,27.1,12.8,19.9,58.6,994.8,6.1,W,11.7,1,1,0,42.6,0
2024-01-23,Phuket,1,Winter,27.6,20.9,24.3,69.5,1009.8,6.3,NE,20.9,0,0,0,19.8,0
2024-01-23,Khon_Kaen,1,Winter,31.5,20.7,26.1,46.3,1007.7,6.9,E,20.3,1,1,0,42.5,0
2024-01-23,Hat_Yai,1,Winter,32.0,22.1,27.1,65.3,1009.3,12.7,E,19.0,1,1,0,50.7,0
2024-01-24,Bangkok,1,Winter,25.1,21.7,23.4,78.3,1008.1,8.2,S,19.1,1,0,0,40.5,0
2024-01-24,Chiang_Mai,1,Winter,30.4,17.7,24.0,66.6,997.6,8.6,W,15.5,1,0,0,32.1,0
2024-01-24,Phuket,1,Winter,27.3,23.7,25.5,66.1,1010.8,7.3,E,21.9,0,0,0,18.2,1
2024-01-24,Khon_Kaen,1,Winter,32.5,18.4,25.5,60.5,1002.2,8.9,NE,16.7,1,0,0,26.3,1
2024-01-24,Hat_Yai,1,Winter,31.8,21.2,26.5,78.0,1007.3,6.8,SE,21.2,1,0,1,58.2,1
2024-01-25,Bangkok,1,Winter,25.7,22.3,24.0,70.8,1011.8,3.8,SE,21.2,0,0,0,21.1,0
2024-01-25,Chiang_Mai,1,Winter,26.8,21.0,23.9,56.9,1001.7,5.2,E,18.6,0,0,1,28.4,0
2024-01-25,Phuket,1,Winter,31.0,21.6,26.3,65.5,1005.2,17.8,N,19.9,0,0,1,41.6,0
2024-01-25,Khon_Kaen,1,Winter,29.3,15.5,22.4,57.7,1007.9,10.7,NE,14.9,0,0,0,11.4,0
2024-01-25,Hat_Yai,1,Winter,28.4,20.2,24.3,62.3,1006.5,14.9,SW,18.7,0,1,0,35.5,1
2024-01-26,Bangkok,1,Winter,24.2,21.7,23.0,67.4,1011.7,10.6,SW,21.0,0,0,0,23.5,0
2024-01-26,Chiang_Mai,1,Winter,30.4,15.3,22.9,69.3,997.4,7.1,W,15.3,0,1,0,34.1,1
2024-01-26,Phuket,1,Winter,30.1,23.8,26.9,74.0,1009.7,16.6,E,21.2,0,1,1,62.1,1
2024-01-26,Khon_Kaen,1,Winter,31.1,22.6,26.9,46.7,1006.3,4.3,NW,16.0,0,0,1,23.0,0
2024-01-26,Hat_Yai,1,Winter,29.6,21.6,25.6,72.4,1007.6,8.6,NW,19.4,1,0,0,36.4,0
2024-01-27,Bangkok,1,Winter,27.9,22.2,25.1,50.0,1008.3,9.9,N,17.8,0,0,0,9.2,0
2024-01-27,Chiang_Mai,1,Winter,31.5,14.7,23.1,76.7,1000.6,8.6,NW,14.7,1,0,1,53.1,1
2024-01-27,Phuket,1,Winter,27.2,22.2,24.7,73.6,1008.0,9.2,SW,22.2,1,1,0,55.6,0
2024-01-27,Khon_Kaen,1,Winter,26.9,22.2,24.5,70.2,1000.8,8.4,W,17.3,0,1,1,50.5,0
2024-01-27,Hat_Yai,1,Winter,30.7,22.7,26.7,78.9,1008.0,7.4,NE,22.7,0,0,0,30.4,0
2024-01-28,Bangkok,1,Winter,24.1,18.2,21.2,54.5,1006.6,5.2,SE,18.2,0,0,0,10.5,0
2024-01-28,Chiang_Mai,1,Winter,27.6,19.7,23.6,61.7,1003.4,5.2,E,11.9,0,1,0,24.7,0
2024-01-28,Phuket,1,Winter,29.6,21.6,25.6,75.0,1006.3,6.6,N,21.6,1,0,0,41.7,0
2024-01-28,Khon_Kaen,1,Winter,29.9,21.0,25.4,48.9,1008.5,9.9,SW,21.0,1,1,0,43.0,0
2024-01-28,Hat_Yai,1,Winter,29.8,20.3,25.0,71.7,1006.4,9.2,N,20.3,0,0,0,22.5,0
2024-01-29,Bangkok,1,Winter,25.5,21.1,23.3,66.0,1007.7,7.0,E,21.1,0,0,0,18.3,0
2024-01-29,Chiang_Mai,1,Winter,28.0,21.3,24.7,75.5,1004.3,2.7,SE,20.3,1,0,0,41.6,0
2024-01-29,Phuket,1,Winter,30.7,21.1,25.9,81.3,1011.9,17.4,W,20.4,0,0,0,37.2,0
2024-01-29,Khon_Kaen,1,Winter,33.3,19.9,26.6,73.9,1002.3,10.9,SW,19.9,1,0,0,46.3,0
2024-01-29,Hat_Yai,1,Winter,28.4,22.4,25.4,64.2,1007.7,6.1,NE,22.4,0,0,0,18.4,0
2024-01-30,Bangkok,1,Winter,27.1,22.4,24.8,53.1,1005.5,6.8,NW,20.7,0,0,0,14.1,1
2024-01-30,Chiang_Mai,1,Winter,31.2,19.2,25.2,53.6,1004.5,8.5,NE,18.3,0,0,0,11.7,0
2024-01-30,Phuket,1,Winter,28.6,22.5,25.6,78.1,1007.7,15.2,NW,19.9,0,0,0,34.1,1
2024-01-30,Khon_Kaen,1,Winter,33.2,16.6,24.9,56.9,1002.8,4.0,SE,16.6,0,0,0,10.5,0
2024-01-30,Hat_Yai,1,Winter,30.0,20.4,25.2,66.8,1008.6,9.4,N,19.3,0,0,0,16.3,0
2024-01-31,Bangkok,1,Winter,24.8,22.8,23.8,74.6,1006.3,10.6,N,16.8,0,0,1,41.0,1
2024-01-31,Chiang_Mai,1,Winter,32.1,16.3,24.2,77.3,1001.5,3.6,NW,15.6,0,0,1,38.8,0
2024-01-31,Phuket,1,Winter,30.0,23.4,26.7,66.2,1004.2,8.6,NE,20.0,0,0,0,18.8,0
2024-01-31,Khon_Kaen,1,Winter,29.9,19.2,24.5,54.4,1001.5,10.6,NW,18.2,0,0,0,18.4,1
2024-01-31,Hat_Yai,1,Winter,28.0,21.0,24.5,68.7,1005.1,10.8,SW,21.0,0,0,1,41.9,1
2024-02-01,Bangkok,2,Winter,29.1,20.5,24.8,62.0,1010.0,12.1,NE,19.8,0,1,1,48.4,0
2024-02-01,Chiang_Mai,2,Winter,27.3,14.2,20.7,53.6,998.9,2.3,N,14.2,0,1,0,25.5,1
2024-02-01,Phuket,2,Winter,29.6,20.0,24.8,72.3,1004.7,8.9,SW,20.0,0,0,1,38.5,0
2024-02-01,Khon_Kaen,2,Winter,28.7,19.5,24.1,53.8,1001.5,5.2,NE,19.4,0,0,1,29.6,0
2024-02-01,Hat_Yai,2,Winter,28.2,20.1,24.1,64.7,1010.8,8.6,SW,20.1,0,1,0,29.9,1
2024-02-02,Bangkok,2,Winter,28.4,19.6,24.0,68.6,1011.3,9.1,E,19.6,1,1,0,47.4,0
2024-02-02,Chiang_Mai,2,Winter,26.9,15.7,21.3,73.4,1004.1,7.8,SW,13.6,1,0,0,33.7,0
2024-02-02,Phuket,2,Winter,30.1,23.9,27.0,75.4,1006.0,7.5,N,20.6,0,1,1,56.1,0
2024-02-02,Khon_Kaen,2,Winter,26.8,16.1,21.5,72.8,1004.7,4.4,SE,16.1,0,1,0,34.3,1
2024-02-02,Hat_Yai,2,Winter,30.9,20.7,25.8,81.2,1006.3,11.8,N,20.7,1,0,1,66.5,0
2024-02-03,Bangkok,2,Winter,28.1,21.8,24.9,71.8,1013.4,5.7,SE,21.8,1,0,0,37.6,1
2024-02-03,Chiang_Mai,2,Winter,27.0,19.4,23.2,73.3,1003.1,8.2,SW,19.1,0,0,0,24.0,1
2024-02-03,Phuket,2,Winter,29.2,20.9,25.0,72.6,1008.3,12.7,NW,19.9,1,1,0,58.1,0
2024-02-03,Khon_Kaen,2,Winter,31.3,22.8,27.1,75.7,1000.6,10.9,S,,1,0,1,60.0,1
2024-02-03,Hat_Yai,2,Winter,28.3,20.1,24.2,82.6,1008.9,9.3,N,20.1,0,1,1,59.7,1
2024-02-04,Bangkok,2,Winter,27.2,23.9,25.5,64.0,1006.2,11.6,N,17.5,0,0,1,33.9,1
2024-02-04,Chiang_Mai,2,Winter,31.0,20.2,25.6,58.3,1000.0,3.0,S,20.2,0,0,0,16.2,1
2024-02-04,Phuket,2,Winter,28.9,20.7,24.8,80.8,1005.9,16.3,NW,20.7,1,0,1,68.6,0
2024-02-04,Khon_Kaen,2,Winter,28.0,15.3,21.7,46.6,1005.7,9.8,NE,15.3,0,1,1,37.5,0
2024-02-04,Hat_Yai,2,Winter,30.0,20.8,25.4,83.0,1008.1,7.8,NE,20.8,1,1,0,61.3,1
2024-02-05,Bangkok,2,Winter,26.0,19.1,22.5,57.0,1011.1,8.7,SE,17.3,0,1,1,37.7,1
2024-02-05,Chiang_Mai,2,Winter,26.7,13.7,20.2,79.9,1001.9,5.1,SW,13.7,0,0,0,25.0,0
2024-02-05,Phuket,2,Winter,30.2,22.6,26.4,70.7,1004.7,16.8,SW,21.7,0,1,1,62.5,1
2024-02-05,Khon_Kaen,2,Winter,28.0,21.9,25.0,51.9,1003.0,3.7,W,20.5,1,1,0,45.1,0
2024-02-05,Hat_Yai,2,Winter,31.3,22.1,26.7,71.3,1007.1,10.0,NE,20.2,1,0,0,41.7,0
2024-02-06,Bangkok,2,Winter,28.3,19.4,23.9,71.1,1009.0,4.5,SW,19.4,1,1,1,64.7,1
2024-02-06,Chiang_Mai,2,Winter,26.7,17.5,22.1,40.8,995.5,5.5,W,12.0,0,0,1,27.2,0
2024-02-06,Phuket,2,Winter,29.3,21.8,25.6,75.2,1004.2,16.9,SE,21.8,1,1,0,66.7,1
2024-02-06,Khon_Kaen,2,Winter,32.9,16.8,24.9,76.2,1002.3,3.1,NE,16.8,1,0,0,39.0,0
2024-02-06,Hat_Yai,2,Winter,27.8,20.2,24.0,69.7,1008.0,7.4,SW,20.2,0,0,0,20.1,0
2024-02-07,Bangkok,2,Winter,28.8,19.9,24.3,61.0,1009.5,7.0,SE,18.9,1,1,1,55.6,1
2024-02-07,Chiang_Mai,2,Winter,33.6,12.9,23.3,79.3,996.6,2.1,NW,12.9,0,1,1,57.1,1
2024-02-07,Phuket,2,Winter,27.6,20.3,23.9,66.0,1007.7,14.2,W,20.3,1,0,0,39.4,1
2024-02-07,Khon_Kaen,2,Winter,32.9,20.6,26.8,46.2,1008.9,4.8,N,20.4,0,0,1,27.0,0
2024-02-07,Hat_Yai,2,Winter,30.6,21.0,25.8,61.7,1011.0,9.1,S,21.0,0,0,0,13.5,1
2024-02-08,Bangkok,2,Winter,29.4,18.3,23.8,76.4,1013.1,4.9,S,18.3,1,1,1,67.0,1
2024-02-08,Chiang_Mai,2,Winter,32.2,18.5,25.4,57.0,998.4,8.2,N,14.4,1,1,1,55.8,0
2024-02-08,Phuket,2,Winter,28.4,23.5,26.0,75.0,1008.7,15.6,NE,20.8,0,0,1,47.4,0
2024-02-08,Khon_Kaen,2,Winter,31.8,16.6,24.2,55.4,1001.9,5.7,NE,16.6,0,1,0,26.0,1
2024-02-08,Hat_Yai,2,Winter,29.8,21.2,25.5,61.3,1012.2,5.5,E,21.2,0,0,1,28.5,0
2024-02-09,Bangkok,2,Winter,26.3,21.9,24.1,76.6,1014.0,9.5,N,18.0,1,1,1,66.9,0
2024-02-09,Chiang_Mai,2,Winter,26.4,19.8,23.1,58.0,1003.0,4.4,SE,12.4,1,1,0,38.5,0
2024-02-09,Phuket,2,Winter,30.9,20.5,25.7,72.1,1004.9,13.4,S,20.5,0,1,0,45.5,0
2024-02-09,Khon_Kaen,2,Winter,27.8,15.4,21.6,70.9,1008.4,5.2,W,15.4,1,0,0,30.1,1
2024-02-09,Hat_Yai,2,Winter,30.6,20.2,25.4,68.5,1010.4,8.6,S,20.2,0,1,1,48.1,1
2024-02-10,Bangkok,2,Winter,29.2,20.3,24.7,62.7,1007.8,5.8,SE,19.2,1,1,0,43.2,0
2024-02-10,Chiang_Mai,2,Winter,29.7,13.9,21.8,49.1,1001.1,5.8,S,13.9,1,0,0,24.5,0
2024-02-10,Phuket,2,Winter,29.4,21.0,25.2,75.0,1009.4,8.9,NE,20.9,1,0,1,54.3,1
2024-02-10,Khon_Kaen,2,Winter,27.3,22.8,25.1,52.8,1009.6,7.6,S,21.8,0,0,0,13.3,1
2024-02-10,Hat_Yai,2,Winter,32.4,22.0,27.2,73.4,1007.7,10.4,S,22.0,1,1,1,75.5,1
2024-02-11,Bangkok,2,Winter,28.3,18.5,23.4,54.6,1006.6,10.5,NW,18.5,1,0,0,31.1,0
2024-02-11,Chiang_Mai,2,Winter,29.1,12.1,20.6,77.6,1002.5,7.9,SW,12.1,0,0,1,37.9,1
2024-02-11,Phuket,2,Winter,27.8,22.5,25.2,67.6,1006.1,13.8,E,22.5,0,1,1,58.9,0
2024-02-11,Khon_Kaen,2,Winter,30.9,20.0,25.5,73.7,1009.7,8.8,S,14.8,0,0,1,31.2,1
2024-02-11,Hat_Yai,2,Winter,31.7,20.3,26.0,79.3,1006.0,9.2,SW,20.3,1,1,1,73.7,1
2024-02-12,Bangkok,2,Winter,27.5,18.9,23.2,64.2,1013.4,11.8,E,18.9,0,0,0,18.9,0
2024-02-12,Chiang_Mai,2,Winter,27.8,13.7,20.8,40.5,995.1,3.0,S,13.7,0,1,0,27.5,0
2024-02-12,Phuket,2,Winter,28.3,20.5,24.4,84.6,1008.0,10.5,E,20.5,1,1,1,82.5,1
2024-02-12,Khon_Kaen,2,Winter,28.4,18.1,23.2,74.4,1008.5,3.9,NE,18.1,0,1,0,35.9,0
2024-02-12,Hat_Yai,2,Winter,30.9,20.9,25.9,75.2,1008.7,9.8,NW,20.5,1,1,0,54.4,1
2024-02-13,Bangkok,2,Winter,28.4,22.9,25.6,77.9,1012.9,4.7,NE,19.1,0,0,0,24.3,0
2024-02-13,Chiang_Mai,2,Winter,29.2,16.7,22.9,46.1,994.7,5.9,NW,16.7,1,0,1,44.6,0
